"","id","CS","SB","ELO","Season","FIX ME","Name"
"4458","beckr001",3,2,1019.08036293494,1991,NA,"Rod Beck"
"4459","bedrs001",1,4,948.482028398582,1991,NA,"Steve Bedrosian"
"4460","belct001",10,16,1064.16855691863,1991,NA,"Tim Belcher"
"4461","belis001",3,13,945.043035826106,1991,NA,"Stan Belinda"
"4462","belle001",0,1,995.721452929197,1991,NA,"Eric Bell"
"4463","benea001",11,9,1065.90434797898,1991,NA,"Andy Benes"
"4464","berej001",1,3,999.193393138518,1991,NA,"Juan Berenguer"
"4465","bielm001",9,17,1027.1986239789,1991,NA,"Mike Bielecki"
"4466","bitkj001",0,1,991.502806127124,1991,NA,"Joe Bitker"
"4467","blacb001",11,13,1029.78431845944,1991,NA,"Buddy Black"
"4468","blaiw001",1,1,1016.84575378873,1991,NA,"Willie Blair"
"4469","boddm001",10,17,1030.45507737395,1991,NA,"Mike Boddicker"
"4470","boevj001",2,12,949.104075782774,1991,NA,"Joe Boever"
"4471","bohab001",0,5,941.092416681969,1991,NA,"Brian Bohanon"
"4472","boltt001",2,5,991.75437551805,1991,NA,"Tom Bolton"
"4473","boner001",1,3,967.244634084953,1991,NA,"Ricky Bones"
"4474","bosic001",4,9,996.331999203937,1991,NA,"Chris Bosio"
"4475","bosks001",2,3,1022.96936792995,1991,NA,"Shawn Boskie"
"4476","boucd001",1,3,1000.50989725737,1991,NA,"Denis Boucher"
"4477","bower001",1,11,943.508511212886,1991,NA,"Ryan Bowen"
"4478","boydo001",12,14,1058.91536018729,1991,NA,"Oil Can Boyd"
"4479","branc001",2,5,1004.26705446429,1991,NA,"Cliff Brantley"
"4480","branj001",2,16,915.709251329108,1991,NA,"Jeff Brantley"
"4481","browk001",11,4,1119.13942058264,1991,NA,"Kevin Brown"
"4482","browk002",2,3,1013.64842591307,1991,NA,"Keith Brown"
"4483","browk003",4,5,1040.8050994044,1991,NA,"Kevin Brown"
"4484","browt001",6,21,943.130719082851,1991,NA,"Tom Browning"
"4485","burbd001",1,1,1006.28661645535,1991,NA,"Dave Burba"
"4486","burkj001",16,17,1067.12356360773,1991,NA,"John Burkett"
"4487","burkt001",1,8,931.021854295869,1991,NA,"Tim Burke"
"4488","burnt001",0,1,1010.3396313643,1991,NA,"Todd Burns"
"4489","cadag001",8,10,1078.75189628123,1991,NA,"Greg Cadaret"
"4490","campk001",0,1,991.966121908779,1991,NA,"Kevin Campbell"
"4491","candj001",3,1,1066.50627501367,1991,NA,"John Candelaria"
"4492","candt001",8,24,952.984251114831,1991,NA,"Tom Candiotti"
"4493","capem001",3,3,1035.09390321764,1991,NA,"Mike Capel"
"4494","carmd001",1,3,1003.7863334013,1991,NA,"Don Carman"
"4495","carpc001",4,3,1040.08576568596,1991,NA,"Cris Carpenter"
"4496","carra001",0,1,991.25002531759,1991,NA,"Amalio Carreno"
"4497","cartj002",0,1,992.218552902322,1991,NA,"Jeff Carter"
"4498","caryc001",1,7,968.315698654334,1991,NA,"Chuck Cary"
"4499","castf001",4,7,1026.65099413865,1991,NA,"Frank Castillo"
"4500","castt001",1,3,972.854148883049,1991,NA,"Tony Castillo"
"4501","ceruj001",2,5,1012.43305509655,1991,NA,"John Cerutti"
"4502","chapd001",0,1,994.345995241511,1991,NA,"Darrin Chapin"
"4503","charn001",7,10,1023.20743444248,1991,NA,"Norm Charlton"
"4504","chias001",0,2,1000.50377879285,1991,NA,"Scott Chiamparino"
"4505","chits001",0,5,960.721839790492,1991,NA,"Steve Chitren"
"4506","clanj001",1,5,981.084270431221,1991,NA,"Jim Clancy"
"4507","clarm002",1,4,989.532402783836,1991,NA,"Mark Clark"
"4508","clemr001",16,22,1051.22596733063,1991,NA,"Roger Clemens"
"4509","combp001",2,11,981.637160892126,1991,NA,"Pat Combs"
"4510","coned001",13,27,989.671884481658,1991,NA,"David Cone"
"4511","cookd001",1,1,1005.37968208276,1991,NA,"Dennis Cook"
"4512","cormr001",3,1,1041.37359804025,1991,NA,"Rheal Cormier"
"4513","corsj001",3,7,997.842951163193,1991,NA,"Jim Corsi"
"4514","costj001",0,4,966.374028218162,1991,NA,"John Costello"
"4515","cox-d001",7,11,1054.13114852627,1991,NA,"Danny Cox"
"4516","craws001",2,9,959.003855030603,1991,NA,"Steve Crawford"
"4517","crewt001",2,10,980.67523672929,1991,NA,"Tim Crews"
"4518","crimc001",1,11,933.713443787525,1991,NA,"Chuck Crim"
"4519","darlr001",3,21,907.336507793581,1991,NA,"Ron Darling"
"4520","darwd001",1,5,994.696001757066,1991,NA,"Danny Darwin"
"4521","davim001",3,4,985.169470419746,1991,NA,"Mark Davis"
"4522","davis001",2,2,1027.28287775399,1991,NA,"Storm Davis"
"4523","daylk001",0,1,1002.69347077527,1991,NA,"Ken Dayley"
"4524","dejej001",11,18,1064.16085756112,1991,NA,"Jose De Jesus"
"4525","delej001",12,11,1111.78695054923,1991,NA,"Jose DeLeon"
"4526","delur001",9,4,1123.01313922036,1991,NA,"Rich DeLucia"
"4527","deshj001",14,19,1082.80066628283,1991,NA,"Jim Deshaies"
"4528","dibbr001",5,15,968.827867997426,1991,NA,"Rob Dibble"
"4529","downk001",4,15,931.900240583497,1991,NA,"Kelly Downs"
"4530","drabd001",15,29,1029.61460107433,1991,NA,"Doug Drabek"
"4531","drahb001",1,0,1015.78826899555,1991,NA,"Brian Drahman"
"4532","dreet001",0,1,991.895544387874,1991,NA,"Tom Drees"
"4533","dresk001",2,3,1008.1221472542,1991,NA,"Kirk Dressendorfer"
"4534","ecked001",1,8,952.180658539563,1991,NA,"Dennis Eckersley"
"4535","edent001",1,2,1027.85036140366,1991,NA,"Tom Edens"
"4536","edwaw001",0,2,996.442681225091,1991,NA,"Wayne Edwards"
"4537","eichm001",3,3,1039.05229299008,1991,NA,"Mark Eichhorn"
"4538","eilad001",1,6,974.498692991976,1991,NA,"Dave Eiland"
"4539","eldrc001",1,3,997.148231809862,1991,NA,"Cal Eldred"
"4540","erics001",10,4,1119.22497858489,1991,NA,"Scott Erickson"
"4541","fajah001",2,7,991.302518106955,1991,NA,"Hector Fajardo"
"4542","farrs001",2,2,1039.08697391284,1991,NA,"Steve Farr"
"4543","fassj001",1,3,999.854276441967,1991,NA,"Jeff Fassero"
"4544","ferna001",11,15,1046.73401249444,1991,NA,"Alex Fernandez"
"4545","ferns001",1,3,983.358512022213,1991,NA,"Sid Fernandez"
"4546","fettm001",4,5,1028.20591499768,1991,NA,"Mike Fetters"
"4547","finlc001",14,13,1101.6352952426,1991,NA,"Chuck Finley"
"4548","flanm001",3,5,1039.15040196788,1991,NA,"Mike Flanagan"
"4549","flemd001",1,1,1013.59291117824,1991,NA,"Dave Fleming"
"4550","fosst001",2,3,1014.79135213807,1991,NA,"Tony Fossas"
"4551","franj001",2,4,1002.32997679985,1991,NA,"John Franco"
"4552","frasw001",5,11,982.566501947684,1991,NA,"Willie Fraser"
"4553","freem001",2,2,1001.63775203724,1991,NA,"Marvin Freeman"
"4554","freys001",2,3,1012.84907636301,1991,NA,"Steve Frey"
"4555","froht001",4,10,1001.77700069567,1991,NA,"Todd Frohwirth"
"4556","gaked001",1,6,974.881850445648,1991,NA,"Dan Gakeler"
"4557","garcr002",5,4,1053.99379685518,1991,NA,"Ramon Garcia"
"4558","gardm001",17,13,1083.74712644952,1991,NA,"Mark Gardner"
"4559","gardm002",5,11,1016.11326729066,1991,NA,"Mike Gardiner"
"4560","gardw001",0,2,954.176868930691,1991,NA,"Wes Gardner"
"4561","garrs001",1,4,982.101881533036,1991,NA,"Scott Garrelts"
"4562","georc001",0,1,988.844080973004,1991,NA,"Chris George"
"4563","gibsp001",5,5,1047.23369295839,1991,NA,"Paul Gibson"
"4564","glavt001",10,18,1020.1860623023,1991,NA,"Tom Glavine"
"4565","gleaj001",8,8,1051.48291984211,1991,NA,"Jerry Gleaton"
"4566","goodd001",16,33,1026.38455075293,1991,NA,"Dwight Gooden"
"4567","gordt001",7,9,1029.02562408483,1991,NA,"Tom Gordon"
"4568","gossr001",2,2,1018.38048517237,1991,NA,"Rich Gossage"
"4569","gottj001",0,8,950.456473264321,1991,NA,"Jim Gott"
"4570","gozzm001",0,1,988.111773048042,1991,NA,"Mauro Gozzo"
"4571","grahj001",5,9,998.104635876036,1991,NA,"Joe Grahe"
"4572","gratm001",1,0,1016.42172446083,1991,NA,"Mark Grater"
"4573","grayj001",3,5,998.928414652594,1991,NA,"Jeff Gray"
"4574","greet001",7,18,1022.66209927655,1991,NA,"Tommy Greene"
"4575","grimj001",1,14,932.630454311441,1991,NA,"Jason Grimsley"
"4576","grosk001",6,15,988.958726474523,1991,NA,"Kevin Gross"
"4577","grosk002",3,7,1009.73809128158,1991,NA,"Kip Gross"
"4578","gubim001",6,18,968.024861977349,1991,NA,"Mark Gubicza"
"4579","guetl001",3,4,1016.49369735466,1991,NA,"Lee Guetterman"
"4580","gullb001",8,14,1044.53302828488,1991,NA,"Bill Gullickson"
"4581","guthm001",5,8,1034.4039153005,1991,NA,"Mark Guthrie"
"4582","guzmj001",13,12,1081.81649148705,1991,NA,"Jose Guzman"
"4583","guzmj003",6,11,1013.51343052282,1991,NA,"Juan Guzman"
"4584","haasd001",1,0,1022.1145714214,1991,NA,"Dave Haas"
"4585","habyj001",1,3,1003.79099456056,1991,NA,"John Habyan"
"4586","hamma001",0,1,1004.46188678731,1991,NA,"Atlee Hammaker"
"4587","hammc001",3,8,998.674872674251,1991,NA,"Chris Hammond"
"4588","hanec001",6,7,1030.44339554715,1991,NA,"Chris Haney"
"4589","hanse001",10,9,1079.15974891468,1991,NA,"Erik Hanson"
"4590","harkm001",0,2,993.795119771074,1991,NA,"Mike Harkey"
"4591","harnp001",6,27,940.789650167665,1991,NA,"Pete Harnisch"
"4592","harrg001",6,1,1115.47443562966,1991,NA,"Greg Harris"
"4593","harrg002",8,13,996.288876903471,1991,NA,"Greg Harris"
"4594","harrr001",0,1,978.91942694145,1991,NA,"Reggie Harris"
"4595","hartm002",1,13,912.206338330629,1991,NA,"Mike Hartley"
"4596","harvb001",0,12,901.205811076011,1991,NA,"Bryan Harvey"
"4597","hawka001",6,7,1059.67248840477,1991,NA,"Andy Hawkins"
"4598","heatn001",2,8,992.219473480949,1991,NA,"Neal Heaton"
"4599","henkt001",0,2,961.274226527263,1991,NA,"Tom Henke"
"4600","hennm001",2,3,990.583239661447,1991,NA,"Mike Henneman"
"4601","henrd001",3,7,1036.63001731458,1991,NA,"Dwayne Henry"
"4602","henrd002",1,0,1020.21484425214,1991,NA,"Doug Henry"
"4603","hentp001",0,1,992.967053422801,1991,NA,"Pat Hentgen"
"4604","hereg001",2,2,1003.07195894658,1991,NA,"Gil Heredia"
"4605","hernr001",0,2,979.592414777017,1991,NA,"Roberto Hernandez"
"4606","hernx001",2,6,976.097825227535,1991,NA,"Xavier Hernandez"
"4607","herso001",2,10,972.90408730307,1991,NA,"Orel Hershiser"
"4608","heskj001",8,7,1079.21799861905,1991,NA,"Joe Hesketh"
"4609","hibbg001",8,6,1060.86548867048,1991,NA,"Greg Hibbard"
"4610","hickb001",4,6,1016.64798856519,1991,NA,"Bryan Hickerson"
"4611","higut001",0,5,956.316141306041,1991,NA,"Teddy Higuera"
"4612","hillk001",11,19,979.774179600601,1991,NA,"Ken Hill"
"4613","hillm002",4,4,1036.33668245132,1991,NA,"Milt Hill"
"4614","hills001",3,6,1028.86491349402,1991,NA,"Shawn Hillegas"
"4615","holmb001",5,4,1063.10544036617,1991,NA,"Brian Holman"
"4616","holmd001",3,1,1059.91611621736,1991,NA,"Darren Holmes"
"4617","honer001",1,4,1000.3879772713,1991,NA,"Rick Honeycutt"
"4618","hougc001",9,10,1005.44267907392,1991,NA,"Charlie Hough"
"4619","howej001",1,3,947.105268714315,1991,NA,"Jay Howell"
"4620","howes001",0,1,991.570206688831,1991,NA,"Steve Howe"
"4621","huntj001",0,4,965.588543463375,1991,NA,"Jim Hunter"
"4622","hursb001",6,11,990.749783032987,1991,NA,"Bruce Hurst"
"4623","ignam001",0,2,983.357766463712,1991,NA,"Mike Ignasiak"
"4624","innij001",5,5,1023.47826387232,1991,NA,"Jeff Innis"
"4625","irvid001",0,1,992.199049951306,1991,NA,"Daryl Irvine"
"4626","jackd001",2,8,963.29515304932,1991,NA,"Danny Jackson"
"4627","jackm001",0,5,930.245927961826,1991,NA,"Michael Jackson"
"4628","jeffm001",2,5,1030.98472506117,1991,NA,"Mike Jeffcoat"
"4629","johnd001",3,3,1045.48836035148,1991,NA,"Dave Johnson"
"4630","johnj004",4,16,974.553904577531,1991,NA,"Jeff Johnson"
"4631","johnj005",1,1,986.97558646362,1991,NA,"Joel Johnston"
"4632","johnr005",9,16,1033.40203170168,1991,NA,"Randy Johnson"
"4633","joneb002",6,7,1066.22810569511,1991,NA,"Barry Jones"
"4634","jonec003",1,5,978.086358242064,1991,NA,"Calvin Jones"
"4635","joned001",0,3,981.195604244326,1991,NA,"Doug Jones"
"4636","jonej002",6,16,1005.14725622449,1991,NA,"Jimmy Jones"
"4637","judej001",1,3,998.671264617476,1991,NA,"Jeff Juden"
"4638","kamis001",2,4,1000.4802713113,1991,NA,"Scott Kamieniecki"
"4639","key-j001",2,6,994.035031224405,1991,NA,"Jimmy Key"
"4640","kiecd001",3,7,974.92189437536,1991,NA,"Dana Kiecker"
"4641","kiled001",3,12,975.325195891232,1991,NA,"Darryl Kile"
"4642","kilgp001",1,2,1014.53938201124,1991,NA,"Paul Kilgus"
"4643","kinge001",3,7,1018.11867787204,1991,NA,"Eric King"
"4644","kippb001",4,7,1027.08002586231,1991,NA,"Bob Kipper"
"4645","kiseg001",0,1,995.75741249927,1991,NA,"Garland Kiser"
"4646","klinj001",2,4,999.202878952026,1991,NA,"Joe Klink"
"4647","knudm001",1,3,1048.15004412932,1991,NA,"Mark Knudson"
"4648","krueb001",5,11,1008.1731299452,1991,NA,"Bill Krueger"
"4649","lacom001",2,5,1002.5247392166,1991,NA,"Mike LaCoss"
"4650","lampd001",0,10,902.230257359479,1991,NA,"Dennis Lamp"
"4651","lancl001",14,14,1102.19405923674,1991,NA,"Les Lancaster"
"4652","landb001",1,9,941.735973208308,1991,NA,"Bill Landrum"
"4653","langm001",15,10,1154.48541312808,1991,NA,"Mark Langston"
"4654","lapod001",0,3,978.139991692137,1991,NA,"Dave LaPoint"
"4655","layat001",1,5,966.231760645452,1991,NA,"Tim Layana"
"4656","leact001",2,10,963.582774640301,1991,NA,"Terry Leach"
"4657","leart001",5,10,998.145446032128,1991,NA,"Tim Leary"
"4658","lee-m002",4,5,1045.1787762977,1991,NA,"Mark Lee"
"4659","leffc001",4,6,1035.40351274127,1991,NA,"Craig Lefferts"
"4660","leibc001",11,31,961.002583195032,1991,NA,"Charlie Leibrandt"
"4661","leitm001",6,6,1069.33532910031,1991,NA,"Mark Leiter"
"4662","lewij002",0,1,991.241679159803,1991,NA,"Jim Lewis"
"4663","lewis001",2,6,997.181399264843,1991,NA,"Scott Lewis"
"4664","lilld001",1,0,1019.67614857128,1991,NA,"Derek Lilliquist"
"4665","macdr001",4,5,1018.94038803681,1991,NA,"Bob Macdonald"
"4666","machj001",5,5,1058.92654908967,1991,NA,"Julio Machado"
"4667","maddg002",7,24,961.825190198831,1991,NA,"Greg Maddux"
"4668","maddm002",7,5,1060.98516039731,1991,NA,"Mike Maddux"
"4669","magnm001",2,1,1033.51819254662,1991,NA,"Mike Magnante"
"4670","mahlr001",6,9,1044.80765143353,1991,NA,"Rick Mahler"
"4671","mallr001",1,1,1007.5146421777,1991,NA,"Rob Mallicoat"
"4672","martd001",4,22,939.845252986028,1991,NA,"Dennis Martinez"
"4673","martr002",9,15,1019.85998321516,1991,NA,"Ramon Martinez"
"4674","masor001",2,0,1048.17670067144,1991,NA,"Roger Mason"
"4675","matht001",3,8,992.665416701994,1991,NA,"Terry Mathews"
"4676","mccak001",6,8,1051.60831026782,1991,NA,"Kirk McCaskill"
"4677","mcclb001",2,0,1038.19971818929,1991,NA,"Bob McClure"
"4678","mcclp001",5,12,994.546699201665,1991,NA,"Paul McClellan"
"4679","mcdob001",3,14,958.432569903453,1991,NA,"Ben McDonald"
"4680","mcdoj001",10,22,983.878328872596,1991,NA,"Jack McDowell"
"4681","mcdor001",4,11,984.031379253079,1991,NA,"Roger McDowell"
"4682","mcelc001",10,10,1089.19193989838,1991,NA,"Chuck McElroy"
"4683","meacr001",0,1,989.03305976653,1991,NA,"Rusty Meacham"
"4684","melej001",6,1,1079.56204053316,1991,NA,"Jose Melendez"
"4685","merck001",0,10,926.834195234683,1991,NA,"Kent Mercker"
"4686","mesaj001",5,12,1007.80060865783,1991,NA,"Jose Mesa"
"4687","milab001",6,12,1020.33650400688,1991,NA,"Bob Milacki"
"4688","milla001",0,2,968.324244085518,1991,NA,"Alan Mills"
"4689","minug001",0,2,976.92403124206,1991,NA,"Gino Minutelli"
"4690","montj002",0,4,953.684154169596,1991,NA,"Jeff Montgomery"
"4691","montr002",2,2,1028.66881963891,1991,NA,"Rich Monteleone"
"4692","moorm001",12,19,1028.64524599274,1991,NA,"Mike Moore"
"4693","morgm001",7,24,962.021616790853,1991,NA,"Mike Morgan"
"4694","morrj001",8,31,923.863389036207,1991,NA,"Jack Morris"
"4695","mortk001",2,4,1013.9938784937,1991,NA,"Kevin Morton"
"4696","moyej001",3,8,980.879134616062,1991,NA,"Jamie Moyer"
"4697","mulht001",5,5,1069.62925155251,1991,NA,"Terry Mulholland"
"4698","munom001",1,0,1020.41868163972,1991,NA,"Mike Munoz"
"4699","murpr001",0,3,977.702952730308,1991,NA,"Rob Murphy"
"4700","mussm001",4,4,1041.12265304327,1991,NA,"Mike Mussina"
"4701","myerr001",7,3,1094.99140430217,1991,NA,"Randy Myers"
"4702","nabhc001",10,15,1061.90722391356,1991,NA,"Chris Nabholz"
"4703","nagyc001",7,23,952.998954497098,1991,NA,"Charles Nagy"
"4704","navaj001",7,21,978.409946517894,1991,NA,"Jaime Navarro"
"4705","neagd001",1,2,1004.35642471772,1991,NA,"Denny Neagle"
"4706","nelsg001",1,4,996.648220493449,1991,NA,"Gene Nelson"
"4707","nichr002",8,16,1009.07294898988,1991,NA,"Rod Nichols"
"4708","nolte001",1,9,955.851288916092,1991,NA,"Eric Nolte"
"4709","nunee001",0,2,978.63519515638,1991,NA,"Ed Nunez"
"4710","ojedb001",15,23,1097.61668400675,1991,NA,"Bob Ojeda"
"4711","olins001",2,3,996.959415348144,1991,NA,"Steve Olin"
"4712","olivf001",9,5,1098.87175441909,1991,NA,"Francisco Oliveras"
"4713","olivo001",11,10,1052.31549028835,1991,NA,"Omar Olivares"
"4714","olsog001",1,13,903.7344689803,1991,NA,"Gregg Olson"
"4715","orosj001",0,4,961.730703954625,1991,NA,"Jesse Orosco"
"4716","osuna001",0,2,988.92066901808,1991,NA,"Al Osuna"
"4717","ottod001",4,4,1037.74726795735,1991,NA,"Dave Otto"
"4718","palav001",4,3,1041.08464063169,1991,NA,"Vicente Palacios"
"4719","palld001",5,4,1029.26208250861,1991,NA,"Donn Pall"
"4720","parrj001",0,1,1024.23587328477,1991,NA,"Jeff Parrett"
"4721","pattb001",5,1,1098.16608127091,1991,NA,"Bob Patterson"
"4722","pattk001",3,5,1025.83897608822,1991,NA,"Ken Patterson"
"4723","penaa001",4,7,976.430650756146,1991,NA,"Alejandro Pena"
"4724","perem001",5,14,1001.29584682946,1991,NA,"Melido Perez"
"4725","perem002",1,1,1015.16403554718,1991,NA,"Mike Perez"
"4726","perep001",4,4,1066.52952793532,1991,NA,"Pascual Perez"
"4727","perey001",1,0,1019.96055982438,1991,NA,"Yorkis Perez"
"4728","petea001",4,2,1062.64524875997,1991,NA,"Adam Peterson"
"4729","petkm001",0,1,990.843310054737,1991,NA,"Mark Petkovsek"
"4730","petrd001",5,13,970.667246292,1991,NA,"Dan Petry"
"4731","piatd001",1,3,990.679288584802,1991,NA,"Doug Piatt"
"4732","plesd001",5,4,1047.07658792019,1991,NA,"Dan Plesac"
"4733","plune001",3,26,908.117091998197,1991,NA,"Eric Plunk"
"4734","poolj001",1,0,1019.90179072944,1991,NA,"Jim Poole"
"4735","portm001",7,12,1045.97417646933,1991,NA,"Mark Portugal"
"4736","powet001",4,11,989.604843153483,1991,NA,"Ted Power"
"4737","radis001",0,1,981.560348509811,1991,NA,"Scott Radinsky"
"4738","rasmd001",6,18,938.316893987832,1991,NA,"Dennis Rasmussen"
"4739","rearj001",1,3,976.077073153013,1991,NA,"Jeff Reardon"
"4740","remlm001",1,1,1006.00091136262,1991,NA,"Mike Remlinger"
"4741","reyna001",1,1,1012.92315400705,1991,NA,"Armando Reynoso"
"4742","rhoda001",2,7,987.276159769308,1991,NA,"Arthur Rhodes"
"4743","ricep001",1,0,1001.243047453,1991,NA,"Pat Rice"
"4744","righd001",4,7,1022.91402828931,1991,NA,"Dave Righetti"
"4745","rijoj001",3,16,921.799022221685,1991,NA,"Jose Rijo"
"4746","ritcw001",0,10,925.809880113843,1991,NA,"Wally Ritchie"
"4747","ritzk001",0,3,980.192245725753,1991,NA,"Kevin Ritz"
"4748","robid001",5,10,1003.32212442404,1991,NA,"Don Robinson"
"4749","robij001",0,4,975.155747261338,1991,NA,"Jeff Robinson"
"4750","robij002",5,10,1064.50921615459,1991,NA,"Jeff Robinson"
"4751","robir001",0,1,1024.28261660526,1991,NA,"Ron Robinson"
"4752","rodrr003",1,0,1022.30001906859,1991,NA,"Rosario Rodriguez"
"4753","rodrr004",4,6,1013.72565797072,1991,NA,"Rich Rodriguez"
"4754","rogek001",3,1,1038.43013998165,1991,NA,"Kenny Rogers"
"4755","rojam001",1,5,976.296458313964,1991,NA,"Mel Rojas"
"4756","roses001",1,0,1014.31372894233,1991,NA,"Steve Rosenberg"
"4757","rosew001",1,5,979.558691030722,1991,NA,"Wayne Rosenthal"
"4758","ruffb001",4,7,1050.18874433655,1991,NA,"Bruce Ruffin"
"4759","rusks001",3,6,985.897870053443,1991,NA,"Scott Ruskin"
"4760","russj001",0,1,976.876281756155,1991,NA,"Jeff Russell"
"4761","ryann001",7,24,955.102367476927,1991,NA,"Nolan Ryan"
"4762","sabeb001",9,7,1118.75443351479,1991,NA,"Bret Saberhagen"
"4763","sampb002",8,16,1008.55917305583,1991,NA,"Bill Sampen"
"4764","sands001",7,16,1013.22706242161,1991,NA,"Scott Sanderson"
"4765","sanfm001",0,4,963.835307339135,1991,NA,"Mo Sanford"
"4766","scanb001",7,5,1061.41685310215,1991,NA,"Bob Scanlan"
"4767","schic001",0,1,1002.4741404945,1991,NA,"Calvin Schiraldi"
"4768","schic002",4,3,1043.79268413057,1991,NA,"Curt Schilling"
"4769","schom001",0,3,972.865460334062,1991,NA,"Mike Schooler"
"4770","schop001",0,11,918.900971512664,1991,NA,"Pete Schourek"
"4771","scotm001",1,2,942.106986998771,1991,NA,"Mike Scott"
"4772","scott002",1,0,1022.56715789893,1991,NA,"Tim Scott"
"4773","scuds001",6,12,1017.57793238744,1991,NA,"Scott Scudder"
"4774","sears001",1,7,973.601501538348,1991,NA,"Steve Searcy"
"4775","seguj001",2,3,1015.05780152316,1991,NA,"Jose Segura"
"4776","shawj001",3,1,1047.45874854595,1991,NA,"Jeff Shaw"
"4777","shert001",0,2,990.31719087588,1991,NA,"Tim Sherrill"
"4778","showe001",1,4,1005.59130403646,1991,NA,"Eric Show"
"4779","simod001",4,5,1029.70565782318,1991,NA,"Doug Simons"
"4780","siskd001",0,2,972.62989007442,1991,NA,"Doug Sisk"
"4781","sloch001",1,9,934.147127641745,1991,NA,"Heathcliff Slocumb"
"4782","slusj001",5,4,1054.64631316407,1991,NA,"Joe Slusarski"
"4783","smilj001",13,17,1110.15750090215,1991,NA,"John Smiley"
"4784","smitb001",8,17,948.834287039406,1991,NA,"Bryn Smith"
"4785","smitd001",0,3,1031.37030164082,1991,NA,"Dave Smith"
"4786","smitl001",2,10,956.369736422434,1991,NA,"Lee Smith"
"4787","smitp001",1,13,935.642077482129,1991,NA,"Pete Smith"
"4788","smitr001",5,6,1082.88046016311,1991,NA,"Roy Smith"
"4789","smitz001",8,25,966.783493609932,1991,NA,"Zane Smith"
"4790","smolj001",13,14,1078.79781589466,1991,NA,"John Smoltz"
"4791","stanm003",1,9,964.535075150694,1991,NA,"Mike Stanton"
"4792","stclr001",3,1,1053.46885743837,1991,NA,"Randy St. Claire"
"4793","stewd001",9,21,1008.01942085572,1991,NA,"Dave Stewart"
"4794","stied001",5,5,1051.83252796527,1991,NA,"Dave Stieb"
"4795","stott001",3,24,920.8910811199,1991,NA,"Todd Stottlemyre"
"4796","sutcr001",2,21,895.569024155212,1991,NA,"Rick Sutcliffe"
"4797","swanr001",1,5,972.762250489145,1991,NA,"Russ Swan"
"4798","swifb001",1,1,1006.68182532766,1991,NA,"Bill Swift"
"4799","swing001",11,9,1145.80173997397,1991,NA,"Greg Swindell"
"4800","tanaf001",14,14,1116.94468248315,1991,NA,"Frank Tanana"
"4801","tapak001",3,18,967.419544101742,1991,NA,"Kevin Tapani"
"4802","taylw001",6,12,997.922943476662,1991,NA,"Wade Taylor"
"4803","telfa001",0,1,1009.34829769087,1991,NA,"Anthony Telford"
"4804","terrs001",3,7,987.878450539369,1991,NA,"Scott Terry"
"4805","terrw001",5,6,1075.64709576974,1991,NA,"Walt Terrell"
"4806","tewkb001",10,10,1070.71957966155,1991,NA,"Bob Tewksbury"
"4807","thigb001",5,8,1003.10310693202,1991,NA,"Bobby Thigpen"
"4808","timlm001",5,11,992.762796326854,1991,NA,"Mike Timlin"
"4809","tomlr001",12,17,1045.02107281504,1991,NA,"Randy Tomlin"
"4810","valds001",0,2,980.528467789119,1991,NA,"Sergio Valdez"
"4811","valej001",0,1,1012.06480548637,1991,NA,"Julio Valera"
"4812","vanpt001",1,1,1009.23552520826,1991,NA,"Todd Van Poppel"
"4813","violf001",16,6,1167.35424683435,1991,NA,"Frank Viola"
"4814","walkb001",4,7,1038.48780467932,1991,NA,"Bob Walk"
"4815","waltb001",0,2,980.455558910378,1991,NA,"Bruce Walton"
"4816","wardd001",4,7,1014.12105291335,1991,NA,"Duane Ward"
"4817","weatd001",1,4,988.685533790598,1991,NA,"David Weathers"
"4818","wegmb001",7,10,1026.11732487753,1991,NA,"Bill Wegman"
"4819","welcb001",16,12,1142.51812984464,1991,NA,"Bob Welch"
"4820","welld001",13,8,1134.91136332681,1991,NA,"David Wells"
"4821","westd001",2,2,1014.78051869148,1991,NA,"David West"
"4822","white001",2,8,996.111650565,1991,NA,"Ed Whitson"
"4823","whitw001",8,9,1043.26979147953,1991,NA,"Wally Whitehurst"
"4824","wilkd001",2,1,1030.70318388665,1991,NA,"Dean Wilkins"
"4825","willb001",2,1,1038.30018843635,1991,NA,"Brian Williams"
"4826","willc001",3,4,1019.1551087405,1991,NA,"Carl Willis"
"4827","willm002",2,12,942.117225555932,1991,NA,"Mitch Williams"
"4828","willm004",3,9,980.942603949212,1991,NA,"Mark Williamson"
"4829","wilss001",0,1,1005.91249940726,1991,NA,"Steve Wilson"
"4830","wilst002",12,8,1137.09124271653,1991,NA,"Trevor Wilson"
"4831","wittb001",4,18,926.739578104387,1991,NA,"Bobby Witt"
"4832","wittm001",0,1,993.954156866163,1991,NA,"Mike Witt"
"4833","wohlm001",0,5,951.892121580869,1991,NA,"Mark Wohlers"
"4834","yorkm001",2,4,1009.71410159144,1991,NA,"Mike York"
"4835","youna001",1,3,1003.49011961224,1991,NA,"Anthony Young"
"4836","younc001",3,4,1055.04659403748,1991,NA,"Curt Young"
"4837","younc002",2,1,1043.05779551412,1991,NA,"Cliff Young"
"4838","younm001",3,6,1026.09604257256,1991,NA,"Matt Young"
"4839","abboj001",13,14,1074.51907030988,1992,NA,"Jim Abbott"
